diff_power_harder,0.018302689
diff_power_simple,0.000444457
integ_one,0.000022042
integ_part1,0.000722582
integ_part2,0.002940712
integ_part3,0.000278835
integ_sin,0.000015583
integ_x,0.000022583
math_associate_adds,0.005222257
math_diff_different,0.000025125
math_diff_ln,0.000016917
math_diff_same,0.000016042
math_diff_simple1,0.000292376
math_diff_simple2,0.000197
math_powers,0.000029
math_simplify_add,0.00018079199999999999
math_simplify_const,0.000077376
math_simplify_factor,0.000772084
math_simplify_root,0.001093752
diff_power_harder,0.018272403
diff_power_simple,0.00045491400000000006
integ_one,0.000018125
integ_part1,0.000731414
integ_part2,0.003110741
integ_part3,0.000285458
integ_sin,0.000018083
integ_x,0.000023958
math_associate_adds,0.005174609
math_diff_different,0.000020958
math_diff_ln,0.000015623999999999998
math_diff_same,0.000020001
math_diff_simple1,0.000267166
math_diff_simple2,0.000203709
math_powers,0.000025708
math_simplify_add,0.00016270800000000001
math_simplify_const,0.000067958
math_simplify_factor,0.0006973719999999999
math_simplify_root,0.0009685389999999999
diff_power_harder,0.018521787
diff_power_simple,0.00046241699999999996
integ_one,0.000022417
integ_part1,0.000742333
integ_part2,0.003101416
integ_part3,0.000294126
integ_sin,0.000017083999999999998
integ_x,0.000023833
math_associate_adds,0.005226875
math_diff_different,0.000021623999999999998
math_diff_ln,0.000019792
math_diff_same,0.000017
math_diff_simple1,0.000269874
math_diff_simple2,0.000193749
math_powers,0.000025625999999999998
math_simplify_add,0.000155751
math_simplify_const,0.000067251
math_simplify_factor,0.0006932509999999999
math_simplify_root,0.000994665
diff_power_harder,0.018488011999999998
diff_power_simple,0.000447208
integ_one,0.000017875
integ_part1,0.000715626
integ_part2,0.0030908290000000002
integ_part3,0.000296832
integ_sin,0.000017208000000000002
integ_x,0.000023792
math_associate_adds,0.005237906
math_diff_different,0.000021417
math_diff_ln,0.000020917
math_diff_same,0.00001825
math_diff_simple1,0.000268541
math_diff_simple2,0.00019629100000000002
math_powers,0.000025
math_simplify_add,0.00014754
math_simplify_const,0.000075416
math_simplify_factor,0.000753583
math_simplify_root,0.0011019559999999999
diff_power_harder,0.018789224000000004
diff_power_simple,0.00045216699999999996
integ_one,0.000018167
integ_part1,0.0007439170000000001
integ_part2,0.0030491669999999998
integ_part3,0.00027429
integ_sin,0.000015791000000000002
integ_x,0.000029
math_associate_adds,0.005239588
math_diff_different,0.000027541999999999998
math_diff_ln,0.000017624999999999998
math_diff_same,0.00001675
math_diff_simple1,0.000271458
math_diff_simple2,0.000198835
math_powers,0.000026999
math_simplify_add,0.00015270800000000002
math_simplify_const,0.00006533400000000001
math_simplify_factor,0.0006894179999999999
math_simplify_root,0.001014711
